WorkspaceId,UserName,BundleId,IpAddress,ComputerName,State,RunningMode,Region,LastConnectionTime,DaysSinceLastLogin
ws-37g585kyw,fhamilton1,wsb-6m4xgd4tz,10.135.66.4,VDICHWY-T6EIQA6,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 00:47:15.519000-05:00,2
ws-3plfj6rv6,apadrino,wsb-6m4xgd4tz,10.135.79.213,VDICHWY-6MLU4NS,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 17:53:18.036000-05:00,1
ws-5sx8rdmmh,kjones39,wsb-6m4xgd4tz,10.135.74.41,VDICHWY-8KB8CUC,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:55:46.443000-05:00,0
ws-wrqws5b95,athompso30,wsb-6m4xgd4tz,10.135.69.241,VDICHWY-LHTU5O3,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:54:44.597000-05:00,0
ws-dv2wyxvv8,kjulius1,wsb-6m4xgd4tz,10.135.77.113,VDICHWY-1SNJ2GA,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 23:08:59.721000-05:00,1
ws-28ppd8mps,jplouis,wsb-dqxtkgx0n,10.113.38.53,EC2AMAZ-5E727NO,STOPPED,AUTO_STOP,us-east-1,2022-05-23 17:18:45.448000-04:00,279
ws-flpkmh2b8,nspickerma,wsb-6m4xgd4tz,10.135.67.15,VDICHWY-KSLVS1U,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 17:32:14.842000-05:00,2
ws-5kqkg3fvp,fpina,wsb-6m4xgd4tz,10.135.78.86,VDICHWY-PMACRLS,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:56:56.390000-05:00,0
ws-7qxd3lxsg,crossman,wsb-6m4xgd4tz,10.135.69.69,VDICHWY-83HKOJO,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 23:24:35.457000-05:00,1
ws-9qn0ypm03,rlugo,wsb-6m4xgd4tz,10.135.71.21,VDICHWY-JAQGLDU,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 22:28:14.594000-05:00,0
ws-05t27lx4v,awhite24,wsb-6m4xgd4tz,10.135.69.225,VDICHWY-Q34CF39,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:35.423000-05:00,0
ws-wcls6dz61,zanderson2,wsb-6m4xgd4tz,10.135.75.160,VDICHWY-UH3S356,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 17:47:12.633000-05:00,1
ws-1rd6rsvw0,tjent,wsb-1dtmwzl2v,10.113.36.199,EC2AMAZ-LQCHD5J,AVAILABLE,ALWAYS_ON,us-east-1,2023-01-26 13:28:40.297000-05:00,31
ws-vv36gr58x,jgonzale69,wsb-6m4xgd4tz,10.135.70.150,VDICHWY-5GALSCP,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-21 21:03:26.108000-05:00,5
ws-2k63c769h,mlakin,wsb-6m4xgd4tz,10.135.77.160,VDICHWY-VVINF33,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:09.130000-05:00,0
ws-g2mmkj68m,nravuri,wsb-4dbfl4xx8,10.135.67.29,EC2AMAZ-OAAOUQO,STOPPED,AUTO_STOP,us-east-1,No login registered, 
ws-7wdsz73qg,tfann,wsb-6m4xgd4tz,10.135.72.87,VDICHWY-4MMO1OS,AVAILABLE,ALWAYS_ON,us-east-1,2022-12-23 12:49:30.102000-05:00,65
ws-7dmy4rprr,tphillips2,wsb-6m4xgd4tz,10.135.78.197,VDICHWY-FVOSVB9,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-hnttqhkpt,ssingh10,wsb-dqxtkgx0n,10.113.24.165,EC2AMAZ-BDPC7NU,STOPPED,AUTO_STOP,us-east-1,No login registered, 
ws-9t3rtx90m,cdaniell,wsb-6m4xgd4tz,10.135.68.238,VDICHWY-O14AHV7,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:54:14.614000-05:00,0
ws-k6r4sqv4x,dpaddock,wsb-6m4xgd4tz,10.135.65.133,VDICHWY-4EE1SU7,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:54:44.689000-05:00,0
ws-w9cplr56s,ashuyler,wsb-6m4xgd4tz,10.135.76.54,VDICHWY-1VAIJBJ,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:53:36.646000-05:00,0
ws-cpnvp4jtw,amorales26,wsb-6m4xgd4tz,10.135.65.90,VDICHWY-S2BNQC3,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:47.031000-05:00,0
ws-c8v87nktc,aharouff,wsb-6m4xgd4tz,10.135.77.53,VDICHWY-F23A64L,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 17:52:30.044000-05:00,2
ws-jhrm8dbfh,sdavis51,wsb-6m4xgd4tz,10.135.79.197,VDICHWY-SU3LJS9,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-17 14:31:37.374000-05:00,9
ws-c0y1f3tv7,sscott21,wsb-6m4xgd4tz,10.135.79.152,VDICHWY-DFOTUJC,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 15:53:31.399000-05:00,0
ws-9scn4hknc,jramos29,wsb-6m4xgd4tz,10.135.65.116,VDICHWY-M54JL5U,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 21:07:26.690000-05:00,0
ws-4pszgvy5q,rgordon3,wsb-6m4xgd4tz,10.135.72.76,VDICHWY-OM098E5,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 20:56:08.679000-05:00,1
ws-k4bmxgtnx,cbarrera,wsb-6m4xgd4tz,10.135.78.63,VDICHWY-8E3PPN8,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:27.713000-05:00,0
ws-73v2x8fk9,mwideman,wsb-kfzj3nw9z,10.113.38.13,EC2AMAZ-AKMMPMC,STOPPED,AUTO_STOP,us-east-1,2022-07-06 11:01:51.693000-04:00,235
ws-fkplx273g,smiller7,wsb-1dtmwzl2v,10.113.39.80,EC2AMAZ-NBAM3UN,STOPPED,AUTO_STOP,us-east-1,2023-02-17 12:35:47.919000-05:00,9
ws-4nh6r70m6,rrobertso4,wsb-6m4xgd4tz,10.135.78.33,VDICHWY-6RLPLH8,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-23 21:52:05.013000-05:00,3
ws-g6rv7wycj,Mhumm,wsb-6m4xgd4tz,10.135.75.227,VDICHWY-MKOL4EC,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 05:27:14.105000-05:00,0
ws-xzp1ppbtt,skondapatu,wsb-dqxtkgx0n,10.113.39.20,EC2AMAZ-Q7ASL56,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:55:58.794000-05:00,0
ws-33vs20tf6,kmunn,wsb-6m4xgd4tz,10.135.64.30,VDICHWY-A5TUKF2,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:53.023000-05:00,0
ws-14wj9bcws,bschnirrin,wsb-6m4xgd4tz,10.135.66.170,VDICHWY-20GI0BN,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:54:34.387000-05:00,0
ws-5y114mgw5,hchapman1,wsb-6m4xgd4tz,10.135.69.244,VDICHWY-CSEPG41,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-14 14:00:32.201000-05:00,12
ws-4xr3xb935,ltaylor6,wsb-6m4xgd4tz,10.135.65.15,VDICHWY-55VVJ53,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 19:48:42.071000-05:00,1
ws-hz121cprm,abhudan,wsb-6m4xgd4tz,10.135.68.59,VDICHWY-TE5HNQG,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 15:12:10.493000-05:00,0
ws-0yx71bgx9,ssingh11,wsb-6m4xgd4tz,10.135.70.170,VDICHWY-T7HJ5JO,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 17:28:09.228000-05:00,0
ws-7dww9jflg,valphonse,wsb-6m4xgd4tz,10.135.78.47,VDICHWY-A9UJB8I,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:56:56.460000-05:00,0
ws-j8qyfk4xt,Mplatt,wsb-6m4xgd4tz,10.135.76.121,VDICHWY-FTP124A,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 16:18:01.895000-05:00,2
ws-hdw3bbk5t,abaynes,wsb-6m4xgd4tz,10.135.64.143,VDICHWY-KLHTH5P,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-hzxr2f8zk,cedwards24,wsb-6m4xgd4tz,10.135.77.52,VDICHWY-1M6CF2P,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 23:08:22.537000-05:00,0
ws-htnpgkchx,swroblewsk,wsb-6m4xgd4tz,10.135.79.245,VDICHWY-22EPGKV,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 16:29:12.818000-05:00,0
ws-dqq7ts79g,rdomingue2,wsb-6m4xgd4tz,10.135.73.211,VDICHWY-91L9OLH,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 22:23:42.573000-05:00,1
ws-56z8scbk6,szheltukhi,wsb-6vvd8tq1l,10.113.47.79,WSAMZN-IF40CRTS,AVAILABLE,ALWAYS_ON,us-east-1,2022-11-14 18:06:54.827000-05:00,104
ws-vyjq1f323,jwashing19,wsb-6m4xgd4tz,10.135.65.18,VDICHWY-N5C1U5S,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:53:40.178000-05:00,0
ws-7b9nps9yz,stapp,wsb-6m4xgd4tz,10.135.65.2,VDICHWY-E0P83VA,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-0ysfq08qj,lrodrigu18,wsb-6m4xgd4tz,10.135.76.53,VDICHWY-4RQM4PI,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:58:25.130000-05:00,0
ws-xgd3tfhjf,ajohnso111,wsb-6m4xgd4tz,10.135.68.223,VDICHWY-5FPTVBT,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-22 13:38:43.249000-05:00,4
ws-f1qvhy38b,lacosta2,wsb-6m4xgd4tz,10.135.73.64,VDICHWY-LHA7SO9,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-j1w3c1yx9,aoneal4,wsb-6m4xgd4tz,10.135.74.17,VDICHWY-E52901B,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 19:04:05.474000-05:00,1
ws-jfc8t403h,smorla,wsb-6m4xgd4tz,10.135.77.63,VDICHWY-3BB49NJ,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-12 18:47:17.227000-05:00,14
ws-dmhjw35x2,rtowle,wsb-6m4xgd4tz,10.135.76.12,VDICHWY-KUC6FVF,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:56:03.542000-05:00,0
ws-xryr1z033,dlovato,wsb-6m4xgd4tz,10.135.76.104,VDICHWY-SMEV59B,AVAILABLE,ALWAYS_ON,us-east-1,2023-01-27 17:49:02.074000-05:00,30
ws-c1sqcb8qd,vedwards,wsb-6m4xgd4tz,10.135.68.8,VDICHWY-D8PV416,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 17:26:57.082000-05:00,1
ws-f4sswzlgt,kbatchelor,wsb-6m4xgd4tz,10.135.72.140,VDICHWY-6KFAHRD,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-jqdcm2f5n,glyons,wsb-6m4xgd4tz,10.135.68.145,VDICHWY-E4C2JS7,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:56:13.058000-05:00,0
ws-7xmjpfhr2,dthelort,wsb-6m4xgd4tz,10.135.66.156,VDICHWY-334C4ED,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-gvd50jvm4,rkapoor,wsb-83j5dqqlr,10.113.36.177,EC2AMAZ-M14PRN6,STOPPED,AUTO_STOP,us-east-1,2023-01-03 15:19:23.510000-05:00,54
ws-wbgnmrj03,jstone11,wsb-6m4xgd4tz,10.135.74.156,VDICHWY-0999RG8,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-ddv9jx2gh,swilley,wsb-6m4xgd4tz,10.135.77.151,VDICHWY-17IQRLI,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-6030xbj9y,bgibson8,wsb-6m4xgd4tz,10.135.73.252,VDICHWY-6AEHJUD,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 01:21:29.942000-05:00,0
ws-dvkxr50p3,aaldred,wsb-1dtmwzl2v,10.113.46.55,EC2AMAZ-8ICG1EL,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:15.743000-05:00,0
ws-ff6dxd962,narronte,wsb-hmscb6mg5,10.113.24.187,VDICHWY-6M1QRJ4,AVAILABLE,ALWAYS_ON,us-east-1,2022-07-06 10:43:46.368000-04:00,235
ws-k0nb9vc9t,mlaras,wsb-6m4xgd4tz,10.135.67.153,VDICHWY-684SDPG,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 19:47:34.326000-05:00,0
ws-jhmhr26cl,sglenn,wsb-83j5dqqlr,10.113.39.159,EC2AMAZ-E8T075J,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-15 08:40:17.023000-05:00,12
ws-f3yr0dpmz,chulton,wsb-83j5dqqlr,10.135.69.48,EC2AMAZ-DTCB8FB,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-w1xdy9rg9,ygonzalez4,wsb-6m4xgd4tz,10.135.69.237,VDICHWY-SQ8CNR8,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-22 11:27:04.801000-05:00,4
ws-7yjv3942x,gmendez,wsb-6m4xgd4tz,10.135.78.126,VDICHWY-ERS3LI0,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:54:08.218000-05:00,0
ws-5xyyjqm88,mmartinez01,wsb-df2dr6khq,10.113.36.180,EC2AMAZ-4D2TGOC,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-21 13:50:32.577000-05:00,5
ws-1w7bz8kk3,dluellen,wsb-6m4xgd4tz,10.135.71.221,VDICHWY-DSMNS78,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 15:20:48.748000-05:00,1
ws-bt1wjj3ns,kbalmer,wsb-6m4xgd4tz,10.135.73.229,VDICHWY-R25DVMF,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 22:43:17.234000-05:00,0
ws-c5wr0tqzg,adinnard,wsb-6m4xgd4tz,10.135.73.250,VDICHWY-F8GLPJ9,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 15:48:05.239000-05:00,1
ws-30thvwmmp,aellett,wsb-1dtmwzl2v,10.113.39.47,EC2AMAZ-4CIPD8K,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:54:52.277000-05:00,0
ws-gf187lptb,jruble,wsb-1dtmwzl2v,10.113.36.94,EC2AMAZ-J7BUMFQ,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-16 21:09:39.092000-05:00,10
ws-xklnw3tly,jklopp,wsb-6m4xgd4tz,10.135.69.226,VDICHWY-B34Q4EI,STOPPED,AUTO_STOP,us-east-1,2023-02-21 18:41:31.620000-05:00,5
ws-fy2vy6f4n,dgracieux,wsb-6m4xgd4tz,10.135.70.36,VDICHWY-JMMPAEH,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 17:46:20.513000-05:00,1
ws-46btsqdk5,mcavendish,wsb-6m4xgd4tz,10.135.78.142,VDICHWY-V6UHCH8,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-c13933rr4,athornburg,wsb-6m4xgd4tz,10.135.71.186,VDICHWY-I79G0VB,AVAILABLE,ALWAYS_ON,us-east-1,2022-10-31 19:08:24.676000-04:00,118
ws-wc91m21sv,awilburn1,wsb-6m4xgd4tz,10.135.76.142,VDICHWY-H674I44,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-cldwr57t3,HNayak,wsb-83j5dqqlr,10.113.25.50,EC2AMAZ-JLEVD0O,STOPPED,AUTO_STOP,us-east-1,2021-10-21 13:33:09.833000-04:00,493
ws-wscs745pc,jrodrigu87,wsb-6m4xgd4tz,10.135.73.199,VDICHWY-234686T,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 17:47:36.417000-05:00,2
ws-67x06k6fy,ghandrahan,wsb-6m4xgd4tz,10.135.77.76,VDICHWY-0KPD6MU,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-vfz59mx2v,jhalvorson,wsb-1dtmwzl2v,10.113.38.99,EC2AMAZ-OA47448,AVAILABLE,ALWAYS_ON,us-east-1,2022-08-02 20:44:52.101000-04:00,208
ws-7m9vgzgy0,lvernon,wsb-6m4xgd4tz,10.135.71.206,VDICHWY-LNB8ALK,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:55:42.843000-05:00,0
ws-4k0rvk64f,kcroisetie,wsb-6m4xgd4tz,10.135.75.30,VDICHWY-QMVPQV6,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:34.104000-05:00,0
ws-0z73rlz28,adeangelis,wsb-83j5dqqlr,10.113.25.5,EC2AMAZ-BJ765OB,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-80hqrt2t4,asanchez45,wsb-6m4xgd4tz,10.135.65.208,VDICHWY-K3UJU3F,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:55:43.257000-05:00,0
ws-b398x1pkx,dpiercy,wsb-6m4xgd4tz,10.135.66.30,VDICHWY-3HN6222,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:12.491000-05:00,0
ws-64q4qwwll,dgoyal,wsb-83j5dqqlr,10.113.45.8,EC2AMAZ-P9BKK22,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:53:33.691000-05:00,0
ws-8nj40rf35,jchavez11,wsb-6m4xgd4tz,10.135.78.149,VDICHWY-C2HF943,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 20:53:34.620000-05:00,0
ws-vqcgzs80b,kcameron1,wsb-6m4xgd4tz,10.135.77.116,VDICHWY-BHC7RHG,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-910p6lc79,areyes7,wsb-6m4xgd4tz,10.135.71.121,VDICHWY-ECL3D46,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-9pvc86scz,ygonzales1,wsb-6m4xgd4tz,10.135.79.15,VDICHWY-A06U5NA,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 17:13:06.559000-05:00,0
ws-59j9b6ccn,bbrown1,wsb-6m4xgd4tz,10.135.64.167,VDICHWY-B8P6UBB,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-gwn1676x8,mchhibber,wsb-83j5dqqlr,10.113.44.54,EC2AMAZ-7C2H3MD,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-1h248psds,kfahie,wsb-6m4xgd4tz,10.135.68.241,VDICHWY-KLA9O6T,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 21:57:25.194000-05:00,1
ws-7ggrgf3y2,efernandez2,wsb-6m4xgd4tz,10.135.68.78,VDICHWY-0R42AU6,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 21:27:42.790000-05:00,0
ws-9ywsptwg1,jfernande9,wsb-6m4xgd4tz,10.135.76.159,VDICHWY-SK9G7B9,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-vfk3ybr6j,jchen1,wsb-6m4xgd4tz,10.135.76.209,VDICHWY-82VMOGB,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-bvvhsmqjv,xgrant,wsb-6m4xgd4tz,10.135.64.10,VDICHWY-44AU4LT,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:58:08.738000-05:00,0
ws-0lr22p3xx,cortiz11,wsb-6m4xgd4tz,10.135.75.127,VDICHWY-DUAASOO,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:54:38.853000-05:00,0
ws-dqrj4phdb,csanchez18,wsb-6m4xgd4tz,10.135.74.1,VDICHWY-RNR54B7,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:20.423000-05:00,0
ws-1vlls66qf,cmccoy7,wsb-6m4xgd4tz,10.135.65.5,VDICHWY-I6JIQ8I,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 17:53:44.854000-05:00,1
ws-62q0vb03y,lcedeno,wsb-6m4xgd4tz,10.135.71.247,VDICHWY-R8CPK1K,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 13:53:47.777000-05:00,2
ws-0nd2hp5cb,rcalderon,wsb-6m4xgd4tz,10.135.71.13,VDICHWY-GNF1VEI,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-5hj9slfp7,sgarcia29,wsb-6m4xgd4tz,10.135.69.142,VDICHWY-4UFTLMF,AVAILABLE,ALWAYS_ON,us-east-1,2023-01-04 10:01:48.615000-05:00,53
ws-cwytd3ddm,cpratt2,wsb-6m4xgd4tz,10.135.76.216,VDICHWY-UQFANSC,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-1wwvjhr9t,slabrada,wsb-6m4xgd4tz,10.135.76.156,VDICHWY-G2QNKLV,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-9fww47zg9,drodrigu16,wsb-6m4xgd4tz,10.135.79.214,VDICHWY-1Q6H8QD,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 17:29:14.628000-05:00,1
ws-4h9k1wxk3,cmayes,wsb-6m4xgd4tz,10.135.77.4,VDICHWY-RU5COFJ,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:52.708000-05:00,0
ws-2p9s6c3x3,AFiano,wsb-8bpwhn3qb,10.135.70.238,EC2AMAZ-4D3DO1P,AVAILABLE,ALWAYS_ON,us-east-1,2021-11-17 16:39:49.433000-05:00,466
ws-j2wzcxjgp,amclaws,wsb-6m4xgd4tz,10.135.68.121,VDICHWY-EH8CJQM,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 07:40:34.846000-05:00,0
ws-0yfvtznm3,bschreiber,wsb-6m4xgd4tz,10.135.78.183,VDICHWY-Q9CMKCJ,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 17:47:40.999000-05:00,1
ws-694rkyk51,pbowie,wsb-6m4xgd4tz,10.135.67.201,VDICHWY-3C8APLS,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:55.164000-05:00,0
ws-c2mldh123,jknee,wsb-6m4xgd4tz,10.135.70.208,VDICHWY-MBHDE7B,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 21:21:24.056000-05:00,0
ws-jbpp7lgr0,ckrajcir,wsb-38t9g96rj,10.135.69.60,VDICHWY-RAT12MU,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-hq9vdp56x,cdavila1,wsb-6m4xgd4tz,10.135.78.20,VDICHWY-QMP23RL,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 22:48:05.723000-05:00,0
ws-hnf726rvc,mmccutcheo,wsb-6m4xgd4tz,10.135.73.87,VDICHWY-1RA02ST,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 20:47:39.111000-05:00,1
ws-cm7r736m3,ssprague,wsb-6m4xgd4tz,10.135.68.188,VDICHWY-OBRCTO7,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 20:49:03.962000-05:00,0
ws-gvk75lq2y,smahoney,wsb-6m4xgd4tz,10.135.70.96,VDICHWY-L35RCFP,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 20:48:40.168000-05:00,1
ws-65pnvr7zn,kstopp,wsb-1dtmwzl2v,10.113.38.248,EC2AMAZ-TF3CE8G,AVAILABLE,ALWAYS_ON,us-east-1,2023-01-13 12:06:55.286000-05:00,44
ws-79488b8kf,nravuri,wsb-ckmz6t770,10.113.24.185,EC2AMAZ-K8C2CJ8,STOPPED,AUTO_STOP,us-east-1,No login registered, 
ws-fl6yr1p6w,canderso28,wsb-6m4xgd4tz,10.135.66.54,VDICHWY-38NAM9R,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:49.718000-05:00,0
ws-5txjfzbh0,nrawlins,wsb-6m4xgd4tz,10.135.78.253,VDICHWY-GE0OOQF,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 01:48:35.681000-05:00,0
ws-32rtx6jyz,sdavis57,wsb-6m4xgd4tz,10.135.72.69,VDICHWY-I48GMFQ,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 22:43:41.930000-05:00,0
ws-2qkt7tlgm,vtate,wsb-6m4xgd4tz,10.135.79.68,VDICHWY-GJN1LTD,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:58:36.266000-05:00,0
ws-2h6cv15fw,kmazariegos,wsb-7v01w2s1n,10.113.39.153,EC2AMAZ-D2GNI3O,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-24 06:37:39.435000-05:00,3
ws-bv84l174l,bparker4,wsb-1dtmwzl2v,10.113.46.134,EC2AMAZ-DM0NJSF,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-09 22:14:11.263000-05:00,17
ws-6m0f6hfmr,rpena,wsb-7v01w2s1n,10.113.47.182,EC2AMAZ-MRLNT5F,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 00:07:49.324000-05:00,0
ws-04xybtht8,nweisz1,wsb-6m4xgd4tz,10.135.67.145,VDICHWY-J7OP5PT,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 20:55:40.390000-05:00,0
ws-3cd8j2h4q,blane1,wsb-8bpwhn3qb,10.135.68.2,EC2AMAZ-N24B9S8,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-bkt8j2x3t,yatwell,wsb-6m4xgd4tz,10.135.77.228,VDICHWY-J8US29H,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 16:27:00.147000-05:00,1
ws-cmr79l20p,jrogers16,wsb-6m4xgd4tz,10.135.70.57,VDICHWY-K6G0MSB,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 11:23:46.755000-05:00,1
ws-4xlqldrn3,vantoine,wsb-6m4xgd4tz,10.135.65.7,VDICHWY-3TT3THE,AVAILABLE,ALWAYS_ON,us-east-1,No login registered, 
ws-2gbq82pj9,rsizemore,wsb-6m4xgd4tz,10.135.72.150,VDICHWY-49U8VPJ,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:57:09.493000-05:00,0
ws-211m8k43n,ncastaned1,wsb-6m4xgd4tz,10.135.78.196,VDICHWY-FKGP2SQ,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-25 03:29:09.269000-05:00,2
ws-dvpwc4818,larmstron1,wsb-6m4xgd4tz,10.135.74.100,VDICHWY-PGR87MK,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-26 18:37:52.333000-05:00,0
ws-6lfgqwrx5,smorris8,wsb-6m4xgd4tz,10.135.78.234,VDICHWY-51I123U,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:58:53.296000-05:00,0
ws-676ccmrfn,kjaganatha,wsb-83j5dqqlr,10.113.45.17,EC2AMAZ-UKAHK1E,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-14 05:13:29.978000-05:00,13
ws-jbdpm88dv,adekeyzer,wsb-6m4xgd4tz,10.135.69.133,VDICHWY-RQPJ7RB,AVAILABLE,ALWAYS_ON,us-east-1,2023-02-27 08:56:40.502000-05:00,0
